label,Pitch,Duty,Height,T
1,200,0.4,200,91.90937207
2,200,0.48,200,91.59972466
3,200,0.56,200,91.26696377
4,200,0.64,200,90.94340098
5,200,0.72,200,90.66650482
6,200,0.8,200,90.43663582
7,200,0.4,240,90.52138527
8,200,0.48,240,90.32727528
9,200,0.56,240,90.18748434
10,200,0.64,240,90.10163265
11,200,0.72,240,90.06584633
12,200,0.8,240,90.06022332
13,200,0.4,280,90.07767536
14,200,0.48,280,90.15821067
15,200,0.56,280,90.27433286
16,200,0.64,280,90.39295019
17,200,0.72,280,90.47144892
18,200,0.8,280,90.48187454
19,200,0.4,320,90.90547351
20,200,0.48,320,91.22517008
21,200,0.56,320,91.45577616
22,200,0.64,320,91.5608139
23,200,0.72,320,91.50379259
24,200,0.8,320,91.28347581
25,200,0.4,360,92.38802597
26,200,0.48,360,92.67347947
27,200,0.56,360,92.71782878
28,200,0.64,360,92.53708013
29,200,0.72,360,92.1634403
30,200,0.8,360,91.64777788
31,200,0.4,400,93.35485209
32,200,0.48,400,93.27120369
33,200,0.56,400,92.9153826
34,200,0.64,400,92.38642174
35,200,0.72,400,91.78925134
36,200,0.8,400,91.19528362
37,240,0.4,200,91.87780026
38,240,0.48,200,91.55417691
39,240,0.56,200,91.21705754
40,240,0.64,200,90.90618093
41,240,0.72,200,90.63942752
42,240,0.8,200,90.42129965
43,240,0.4,240,90.49816686
44,240,0.48,240,90.30468247
45,240,0.56,240,90.1706973
46,240,0.64,240,90.09503743
47,240,0.72,240,90.06439087
48,240,0.8,240,90.06115173
49,240,0.4,280,90.0848633
50,240,0.48,280,90.17406855
51,240,0.56,280,90.29594413
52,240,0.64,280,90.41049982
53,240,0.72,280,90.48305146
54,240,0.8,280,90.48658245
55,240,0.4,320,90.94481082
56,240,0.48,320,91.26570073
57,240,0.56,320,91.48870423
58,240,0.64,320,91.57306046
59,240,0.72,320,91.50205397
60,240,0.8,320,91.27482086
61,240,0.4,360,92.43214912
62,240,0.48,360,92.697877
63,240,0.56,360,92.71745736
64,240,0.64,360,92.5129577
65,240,0.72,360,92.13034902
66,240,0.8,360,91.6199243
67,240,0.4,400,93.36237972
68,240,0.48,400,93.24188435
69,240,0.56,400,92.85928021
70,240,0.64,400,92.32521996
71,240,0.72,400,91.73620651
72,240,0.8,400,91.16183708
73,280,0.4,200,91.83715788
74,280,0.48,200,91.49514522
75,280,0.56,200,91.1528398
76,280,0.64,200,90.84778478
77,280,0.72,200,90.59339101
78,280,0.8,200,90.38909498
79,280,0.4,240,90.47031084
80,280,0.48,240,90.27749862
81,280,0.56,240,90.15078961
82,280,0.64,240,90.08468318
83,280,0.72,240,90.06191871
84,280,0.8,240,90.06331131
85,280,0.4,280,90.09604821
86,280,0.48,280,90.19660148
87,280,0.56,280,90.32595238
88,280,0.64,280,90.44171771
89,280,0.72,280,90.51034132
90,280,0.8,280,90.50843103
91,280,0.4,320,90.99434714
92,280,0.48,320,91.31763296
93,280,0.56,320,91.53169304
94,280,0.64,320,91.6009617
95,280,0.72,320,91.51583802
96,280,0.8,320,91.28108861
97,280,0.4,360,92.48411213
98,280,0.48,360,92.72576266
99,280,0.56,360,92.71556828
100,280,0.64,360,92.48769752
101,280,0.72,360,92.09517221
102,280,0.8,360,91.58852769
103,280,0.4,400,93.3663042
104,280,0.48,400,93.20109921
105,280,0.56,400,92.78683643
106,280,0.64,400,92.24276526
107,280,0.72,400,91.66327012
108,280,0.8,400,91.10911093
109,320,0.4,200,91.78553255
110,320,0.48,200,91.41658682
111,320,0.56,200,91.06851813
112,320,0.64,200,90.77165885
113,320,0.72,200,90.54400053
114,320,0.8,200,90.36260306
115,320,0.4,240,90.43686968
116,320,0.48,240,90.24484607
117,320,0.56,240,90.12836068
118,320,0.64,240,90.07468545
119,320,0.72,240,90.06411262
120,320,0.8,240,90.06851862
121,320,0.4,280,90.11070751
122,320,0.48,280,90.23088848
123,320,0.56,280,90.37038646
124,320,0.64,280,90.48775188
125,320,0.72,280,90.54344652
126,320,0.8,280,90.52670324
127,320,0.4,320,91.05351346
128,320,0.48,320,91.3875839
129,320,0.56,320,91.5912232
130,320,0.64,320,91.64127436
131,320,0.72,320,91.52846061
132,320,0.8,320,91.28000156
133,320,0.4,360,92.54215224
134,320,0.48,360,92.75978863
135,320,0.56,360,92.71353101
136,320,0.64,360,92.4563676
137,320,0.72,360,92.05000958
138,320,0.8,360,91.55288998
139,320,0.4,400,93.36425817
140,320,0.48,400,93.14493486
141,320,0.56,400,92.69349972
142,320,0.64,400,92.1374428
143,320,0.72,400,91.57870798
144,320,0.8,400,91.05887954
145,360,0.4,200,91.70786845
146,360,0.48,200,91.30586604
147,360,0.56,200,90.95291436
148,360,0.64,200,90.67824063
149,360,0.72,200,90.47193776
150,360,0.8,200,90.31523035
151,360,0.4,240,90.39543178
152,360,0.48,240,90.20591077
153,360,0.56,240,90.10481221
154,360,0.64,240,90.0728506
155,360,0.72,240,90.07157188
156,360,0.8,240,90.08002521
157,360,0.4,280,90.14346963
158,360,0.48,280,90.28807147
159,360,0.56,280,90.44201107
160,360,0.64,280,90.55871269
161,360,0.72,280,90.60433662
162,360,0.8,280,90.57005668
163,360,0.4,320,91.14456789
164,360,0.48,320,91.48928552
165,360,0.56,320,91.67977985
166,360,0.64,320,91.69982632
167,360,0.72,320,91.5656949
168,360,0.8,320,91.29643963
169,360,0.4,360,92.62054995
170,360,0.48,360,92.80394355
171,360,0.56,360,92.71267955
172,360,0.64,360,92.41858556
173,360,0.72,360,92.00353096
174,360,0.8,360,91.50828817
175,360,0.4,400,93.35279382
176,360,0.48,400,93.06484194
177,360,0.56,400,92.56970044
178,360,0.64,400,92.00785716
179,360,0.72,400,91.47114667
180,360,0.8,400,90.98186852
181,400,0.4,200,91.58603846
182,400,0.48,200,91.14038653
183,400,0.56,200,90.78636103
184,400,0.64,200,90.54323807
185,400,0.72,200,90.37319472
186,400,0.8,200,90.26749863
187,400,0.4,240,90.34795929
188,400,0.48,240,90.16752529
189,400,0.56,240,90.09267936
190,400,0.64,240,90.0887038
191,400,0.72,240,90.10215921
192,400,0.8,240,90.11199485
193,400,0.4,280,90.2198693
194,400,0.48,280,90.40348073
195,400,0.56,280,90.57866152
196,400,0.64,280,90.69344687
197,400,0.72,280,90.71867161
198,400,0.8,280,90.64329472
199,400,0.4,320,91.3025879
200,400,0.48,320,91.66222022
201,400,0.56,320,91.83262876
202,400,0.64,320,91.81435934
203,400,0.72,320,91.63927823
204,400,0.8,320,91.33307469
205,400,0.4,360,92.7394169
206,400,0.48,360,92.87245982
207,400,0.56,360,92.71901482
208,400,0.64,360,92.38206725
209,400,0.72,360,91.94571869
210,400,0.8,360,91.46567748
211,400,0.4,400,93.3242841
212,400,0.48,400,92.94388596
213,400,0.56,400,92.39498948
214,400,0.64,400,91.83325927
215,400,0.72,400,91.32230986
216,400,0.8,400,90.89923149
