label,Pitch,Duty,Height,T
1,200,0.4,200,91.03693075
2,200,0.48,200,91.35318984
3,200,0.56,200,91.55820915
4,200,0.64,200,91.62896063
5,200,0.72,200,91.54300687
6,200,0.8,200,91.31785505
7,200,0.4,240,93.20004939
8,200,0.48,240,93.23722877
9,200,0.56,240,92.99941978
10,200,0.64,240,92.58409194
11,200,0.72,240,92.0878375
12,200,0.8,240,91.55868262
13,200,0.4,280,92.88460145
14,200,0.48,280,92.25832138
15,200,0.56,280,91.62258679
16,200,0.64,280,91.0797931
17,200,0.72,280,90.69743617
18,200,0.8,280,90.44153659
19,200,0.4,320,90.67293607
20,200,0.48,320,90.31292771
21,200,0.56,320,90.19311072
22,200,0.64,320,90.23187664
23,200,0.72,320,90.33451323
24,200,0.8,320,90.41331428
25,200,0.4,360,90.5550544
26,200,0.48,360,91.05281086
27,200,0.56,360,91.50131989
28,200,0.64,360,91.76085456
29,200,0.72,360,91.76675768
30,200,0.8,360,91.54412924
31,200,0.4,400,92.73936522
32,200,0.48,400,93.11393686
33,200,0.56,400,93.00301216
34,200,0.64,400,92.55190691
35,200,0.72,400,91.95923325
36,200,0.8,400,91.35397062
37,240,0.4,200,91.1987084
38,240,0.48,200,91.53350085
39,240,0.56,200,91.72093257
40,240,0.64,200,91.74132951
41,240,0.72,200,91.60916426
42,240,0.8,200,91.34719375
43,240,0.4,240,93.26873792
44,240,0.48,240,93.21000068
45,240,0.56,240,92.89118732
46,240,0.64,240,92.44100595
47,240,0.72,240,91.94985312
48,240,0.8,240,91.46116791
49,240,0.4,280,92.6838229
50,240,0.48,280,91.9836855
51,240,0.56,280,91.35666798
52,240,0.64,280,90.88890424
53,240,0.72,280,90.57727348
54,240,0.8,280,90.38464809
55,240,0.4,320,90.53943605
56,240,0.48,320,90.25138684
57,240,0.56,320,90.21794504
58,240,0.64,320,90.31256683
59,240,0.72,320,90.42282736
60,240,0.8,320,90.47696973
61,240,0.4,360,90.73952683
62,240,0.48,360,91.29368712
63,240,0.56,360,91.71467283
64,240,0.64,360,91.8882572
65,240,0.72,360,91.81504974
66,240,0.8,360,91.54248588
67,240,0.4,400,92.93101762
68,240,0.48,400,93.15440752
69,240,0.56,400,92.89103376
70,240,0.64,400,92.36768112
71,240,0.72,400,91.77890957
72,240,0.8,400,91.23284754
73,280,0.4,200,91.8224889
74,280,0.48,200,92.16235889
75,280,0.56,200,92.26695813
76,280,0.64,200,92.16611026
77,280,0.72,200,91.9156739
78,280,0.8,200,91.55467299
79,280,0.4,240,93.35479408
80,280,0.48,240,93.05260928
81,280,0.56,240,92.56544557
82,280,0.64,240,92.06110744
83,280,0.72,240,91.61071226
84,280,0.8,240,91.21776098
85,280,0.4,280,92.18029416
86,280,0.48,280,91.39350159
87,280,0.56,280,90.84444067
88,280,0.64,280,90.52964941
89,280,0.72,280,90.36940588
90,280,0.8,280,90.28661518
91,280,0.4,320,90.48922218
92,280,0.48,320,90.40042342
93,280,0.56,320,90.53590797
94,280,0.64,320,90.69935638
95,280,0.72,320,90.78031525
96,280,0.8,320,90.74152722
97,280,0.4,360,91.35581819
98,280,0.48,360,91.9336011
99,280,0.56,360,92.20932463
100,280,0.64,360,92.17698274
101,280,0.72,360,91.93055406
102,280,0.8,360,91.55623076
103,280,0.4,400,93.19645817
104,280,0.48,400,93.03338593
105,280,0.56,400,92.48329134
106,280,0.64,400,91.86705595
107,280,0.72,400,91.34042254
108,280,0.8,400,90.93227132
109,320,0.4,200,78.83830942
110,320,0.48,200,79.42438661
111,320,0.56,200,80.71183235
112,320,0.64,200,82.201649
113,320,0.72,200,83.6493833
114,320,0.8,200,85.06936854
115,320,0.4,240,81.75492701
116,320,0.48,240,82.01472161
117,320,0.56,240,82.91923558
118,320,0.64,240,84.11660035
119,320,0.72,240,85.41011605
120,320,0.8,240,86.68545919
121,320,0.4,280,82.84820488
122,320,0.48,280,82.79216799
123,320,0.56,280,83.53378019
124,320,0.64,280,84.72781387
125,320,0.72,280,86.18800355
126,320,0.8,280,87.80862862
127,320,0.4,320,82.36573547
128,320,0.48,320,82.55548318
129,320,0.56,320,83.49562272
130,320,0.64,320,84.83102538
131,320,0.72,320,86.42425879
132,320,0.8,320,88.39165822
133,320,0.4,360,82.39438436
134,320,0.48,360,82.73292453
135,320,0.56,360,83.63248412
136,320,0.64,360,84.83228255
137,320,0.72,360,86.26379284
138,320,0.8,360,88.12624355
139,320,0.4,400,82.90686237
140,320,0.48,400,82.74188357
141,320,0.56,400,83.25181023
142,320,0.64,400,84.18578338
143,320,0.72,400,85.39631817
144,320,0.8,400,86.57403251
145,360,0.4,200,63.62349168
146,360,0.48,200,65.17441796
147,360,0.56,200,67.68862768
148,360,0.64,200,69.99616349
149,360,0.72,200,72.01779159
150,360,0.8,200,77.43538656
151,360,0.4,240,70.29245261
152,360,0.48,240,72.18162958
153,360,0.56,240,74.46108883
154,360,0.64,240,76.02737517
155,360,0.72,240,75.36763199
156,360,0.8,240,78.49431649
157,360,0.4,280,78.38940206
158,360,0.48,280,80.01866854
