label,Pitch,Duty,Height,T
139,320,0.4,400,91.38984929
140,320,0.48,400,91.72615624
141,320,0.56,400,91.89953921
142,320,0.64,400,91.89333198
143,320,0.72,400,91.70746657
144,320,0.8,400,91.37328961
145,360,0.4,200,92.8944656
146,360,0.48,200,92.57486559
147,360,0.56,200,92.17848135
148,360,0.64,200,91.76152671
149,360,0.72,200,91.35307496
150,360,0.8,200,90.95757886
151,360,0.4,240,91.75716734
152,360,0.48,240,91.4047637
153,360,0.56,240,91.0630238
154,360,0.64,240,90.76886935
155,360,0.72,240,90.52806068
156,360,0.8,240,90.33525871
157,360,0.4,280,90.58210893
158,360,0.48,280,90.35181424
159,360,0.56,280,90.18878085
160,360,0.64,280,90.09316322
161,360,0.72,280,90.04527302
162,360,0.8,280,90.02831297
163,360,0.4,320,90.02149773
164,360,0.48,320,90.02933668
165,360,0.56,320,90.08855579
166,360,0.64,320,90.16515546
167,360,0.72,320,90.22549296
168,360,0.8,320,90.24797679
169,360,0.4,360,90.36992157
170,360,0.48,360,90.61513482
171,360,0.56,360,90.8181753
172,360,0.64,360,90.93473079
173,360,0.72,360,90.94317323
174,360,0.8,360,90.83403333
175,360,0.4,400,91.43996831
176,360,0.48,400,91.77357571
177,360,0.56,400,91.93164285
178,360,0.64,400,91.90242265
179,360,0.72,400,91.70721542
180,360,0.8,400,91.36558824
181,400,0.4,200,92.85120574
182,400,0.48,200,92.49584373
183,400,0.56,200,92.08159105
184,400,0.64,200,91.66838063
185,400,0.72,200,91.27278999
186,400,0.8,200,90.91335796
187,400,0.4,240,91.7034243
188,400,0.48,240,91.32787346
189,400,0.56,240,90.9814315
190,400,0.64,240,90.69914509
191,400,0.72,240,90.47402692
192,400,0.8,240,90.31012207
193,400,0.4,280,90.54411365
194,400,0.48,280,90.31102993
195,400,0.56,280,90.15628442
196,400,0.64,280,90.07449007
197,400,0.72,280,90.0373561
198,400,0.8,280,90.02941953
199,400,0.4,320,90.02161125
200,400,0.48,320,90.04266124
201,400,0.56,320,90.11406623
202,400,0.64,320,90.19654954
203,400,0.72,320,90.25586361
204,400,0.8,320,90.2660542
205,400,0.4,360,90.41204962
206,400,0.48,360,90.67170433
207,400,0.56,360,90.87681646
208,400,0.64,360,90.98435229
209,400,0.72,360,90.97889393
210,400,0.8,360,90.84807747
211,400,0.4,400,91.50374572
212,400,0.48,400,91.83434737
213,400,0.56,400,91.97439693
214,400,0.64,400,91.92292566
215,400,0.72,400,91.70873119
216,400,0.8,400,91.3564544
