label,Pitch,Duty,Height,T
92,280,0.48,320,92.5284987
93,280,0.56,320,91.89795332
94,280,0.64,320,91.34855138
95,280,0.72,320,90.92061619
96,280,0.8,320,90.60682897
97,280,0.4,360,91.31801127
98,280,0.48,360,90.72508173
99,280,0.56,360,90.36539503
100,280,0.64,360,90.20521649
101,280,0.72,360,90.16733719
102,280,0.8,360,90.17966665
103,280,0.4,400,90.17931512
104,280,0.48,400,90.28249313
105,280,0.56,400,90.53652675
106,280,0.64,400,90.78002814
107,280,0.72,400,90.91417967
108,280,0.8,400,90.89731519
109,320,0.4,200,90.25514114
110,320,0.48,200,90.36665157
111,320,0.56,200,90.50059272
112,320,0.64,200,90.60141712
113,320,0.72,200,90.62674309
114,320,0.8,200,90.56503263
115,320,0.4,240,91.54905259
116,320,0.48,240,91.91353118
117,320,0.56,240,92.05397195
118,320,0.64,240,91.99478951
119,320,0.72,240,91.77223053
120,320,0.8,240,91.43614508
121,320,0.4,280,93.20446327
122,320,0.48,280,93.11250552
123,320,0.56,280,92.76314754
124,320,0.64,280,92.30326332
125,320,0.72,280,91.8363902
126,320,0.8,280,91.38602144
127,320,0.4,320,92.88050494
128,320,0.48,320,92.17131156
129,320,0.56,320,91.52267078
130,320,0.64,320,91.0284803
131,320,0.72,320,90.70905469
132,320,0.8,320,90.49456705
133,320,0.4,360,91.04247128
134,320,0.48,360,90.49961259
135,320,0.56,360,90.24728528
136,320,0.64,360,90.18915793
137,320,0.72,360,90.21844807
138,320,0.8,360,90.24088619
139,320,0.4,400,90.25073695
140,320,0.48,400,90.50170429
141,320,0.56,400,90.82683529
142,320,0.64,400,91.0631517
143,320,0.72,400,91.12763671
144,320,0.8,400,91.02412023
145,360,0.4,200,82.16675825
146,360,0.48,200,82.32149781
147,360,0.56,200,83.20944856
148,360,0.64,200,84.35172512
149,360,0.72,200,85.51230679
150,360,0.8,200,86.68000765
151,360,0.4,240,83.6626786
152,360,0.48,240,83.94931718
153,360,0.56,240,84.74059897
154,360,0.64,240,85.67896683
155,360,0.72,240,86.61915569
156,360,0.8,240,87.53256166
157,360,0.4,280,85.32467479
158,360,0.48,280,85.22005137
159,360,0.56,280,85.64982653
160,360,0.64,280,86.342018
161,360,0.72,280,87.16442659
162,360,0.8,280,88.02175791
163,360,0.4,320,85.64206888
164,360,0.48,320,85.2027984
165,360,0.56,320,85.49061118
166,360,0.64,320,86.18709554
167,360,0.72,320,87.08573047
168,360,0.8,320,88.05406321
169,360,0.4,360,84.8920634
170,360,0.48,360,84.67644387
171,360,0.56,360,85.20988865
172,360,0.64,360,86.10156643
173,360,0.72,360,87.11453408
174,360,0.8,360,88.14638323
175,360,0.4,400,84.55463404
176,360,0.48,400,84.7880394
177,360,0.56,400,85.53951143
178,360,0.64,400,86.47142179
179,360,0.72,400,87.43293191
180,360,0.8,400,88.37276347
181,400,0.4,200,71.62652301
182,400,0.48,200,72.09329742
183,400,0.56,200,73.87601841
184,400,0.64,200,76.06187768
185,400,0.72,200,78.38938746
186,400,0.8,200,81.20223024
187,400,0.4,240,73.72738658
188,400,0.48,240,74.60357815
189,400,0.56,240,76.39525459
190,400,0.64,240,78.29536339
191,400,0.72,240,80.07541909
192,400,0.8,240,81.98324524
193,400,0.4,280,77.3829041
194,400,0.48,280,78.14381173
195,400,0.56,280,79.64921772
196,400,0.64,280,81.31236698
197,400,0.72,280,82.88925997
198,400,0.8,280,84.1358977
199,400,0.4,320,80.23498293
200,400,0.48,320,80.66073822
201,400,0.56,320,81.91159987
202,400,0.64,320,83.60108234
203,400,0.72,320,85.60205648
204,400,0.8,320,86.77630895
205,400,0.4,360,81.22025431
206,400,0.48,360,81.53962002
207,400,0.56,360,82.76634227
208,400,0.64,360,84.64687276
209,400,0.72,360,87.52737186
210,400,0.8,360,88.94188925
211,400,0.4,400,81.11855144
212,400,0.48,400,81.48543536
213,400,0.56,400,82.70422705
214,400,0.64,400,84.60116607
215,400,0.72,400,88.1903115
216,400,0.8,400,90.22780833
