label,Pitch,Duty,Height,T
163,360,0.4,320,90.27293432
164,360,0.48,320,90.48584719
165,360,0.56,320,90.67283783
166,360,0.64,320,90.78940201
167,360,0.72,320,90.81117331
168,360,0.8,320,90.73011879
169,360,0.4,360,91.39169915
170,360,0.48,360,91.72934132
171,360,0.56,360,91.89363092
172,360,0.64,360,91.87540419
173,360,0.72,360,91.69742834
174,360,0.8,360,91.38039625
175,360,0.4,400,92.7330802
176,360,0.48,400,92.89075672
177,360,0.56,400,92.77693458
178,360,0.64,400,92.46256842
179,360,0.72,400,92.02705974
180,360,0.8,400,91.51516162
181,400,0.4,200,92.29642143
182,400,0.48,200,91.86893314
183,400,0.56,200,91.45484176
184,400,0.64,200,91.10201017
185,400,0.72,200,90.80429231
186,400,0.8,200,90.5687845
187,400,0.4,240,90.93718486
188,400,0.48,240,90.60957121
189,400,0.56,240,90.36823677
190,400,0.64,240,90.21682163
191,400,0.72,240,90.12274592
192,400,0.8,240,90.07424712
193,400,0.4,280,90.09847943
194,400,0.48,280,90.04337844
195,400,0.56,280,90.05936944
196,400,0.64,280,90.10820354
197,400,0.72,280,90.14898854
198,400,0.8,280,90.1585464
199,400,0.4,320,90.33053
200,400,0.48,320,90.56680125
201,400,0.56,320,90.76164893
202,400,0.64,320,90.86997498
203,400,0.72,320,90.87374828
204,400,0.8,320,90.76251576
205,400,0.4,360,91.48648742
206,400,0.48,360,91.82476747
207,400,0.56,360,91.96799596
208,400,0.64,360,91.92063754
209,400,0.72,360,91.71569565
210,400,0.8,360,91.38088564
211,400,0.4,400,92.79849573
212,400,0.48,400,92.91509937
213,400,0.56,400,92.75540756
214,400,0.64,400,92.41222517
215,400,0.72,400,91.96467415
216,400,0.8,400,91.47202679
