label,Pitch,Duty,Height,T
120,320,0.8,240,91.38727409
121,320,0.4,280,92.4658564
122,320,0.48,280,92.17257517
123,320,0.56,280,91.81829724
124,320,0.64,280,91.44808841
125,320,0.72,280,91.09753178
126,320,0.8,280,90.77372298
127,320,0.4,320,91.41692968
128,320,0.48,320,91.11845215
129,320,0.56,320,90.82783708
130,320,0.64,320,90.57241659
131,320,0.72,320,90.3705195
132,320,0.8,320,90.21701889
133,320,0.4,360,90.48341653
134,320,0.48,360,90.2761639
135,320,0.56,360,90.12272323
136,320,0.64,360,90.02559924
137,320,0.72,360,89.97822662
138,320,0.8,360,89.96318725
139,320,0.4,400,89.9818161
140,320,0.48,400,89.94520763
141,320,0.56,400,89.96695662
142,320,0.64,400,90.02436624
143,320,0.72,400,90.08661982
144,320,0.8,400,90.13067147
145,360,0.4,200,93.47893044
146,360,0.48,200,93.36634542
147,360,0.56,200,93.09847755
148,360,0.64,200,92.72045276
149,360,0.72,200,92.26844174
150,360,0.8,200,91.75772506
151,360,0.4,240,93.24268383
152,360,0.48,240,93.01585688
153,360,0.56,240,92.67006824
154,360,0.64,240,92.25875138
155,360,0.72,240,91.81653148
156,360,0.8,240,91.36132938
157,360,0.4,280,92.44919737
158,360,0.48,280,92.14284583
159,360,0.56,280,91.78248668
160,360,0.64,280,91.41611464
161,360,0.72,280,91.06897663
162,360,0.8,280,90.75315883
163,360,0.4,320,91.39884967
164,360,0.48,320,91.09325216
165,360,0.56,320,90.80137607
166,360,0.64,320,90.55223067
167,360,0.72,320,90.35428925
168,360,0.8,320,90.20652251
169,360,0.4,360,90.4701588
170,360,0.48,360,90.26207376
171,360,0.56,360,90.11141771
172,360,0.64,360,90.01992403
173,360,0.72,360,89.97600992
174,360,0.8,360,89.9636342
175,360,0.4,400,89.97851318
176,360,0.48,400,89.9459087
177,360,0.56,400,89.97202519
178,360,0.64,400,90.03154459
179,360,0.72,400,90.09531025
180,360,0.8,400,90.13956099
181,400,0.4,200,93.47668379
182,400,0.48,200,93.34581078
183,400,0.56,200,93.06516871
184,400,0.64,200,92.68324746
185,400,0.72,200,92.23094226
186,400,0.8,200,91.73361179
187,400,0.4,240,93.23131425
188,400,0.48,240,92.98495124
189,400,0.56,240,92.6265489
190,400,0.64,240,92.21285711
191,400,0.72,240,91.77441909
192,400,0.8,240,91.33786201
193,400,0.4,280,92.42876812
194,400,0.48,280,92.10569445
195,400,0.56,280,91.73717327
196,400,0.64,280,91.37347778
197,400,0.72,280,91.03277887
198,400,0.8,280,90.73402891
199,400,0.4,320,91.37498911
200,400,0.48,320,91.05982621
201,400,0.56,320,90.76666229
202,400,0.64,320,90.5236747
203,400,0.72,320,90.33159675
204,400,0.8,320,90.19465933
205,400,0.4,360,90.45216207
206,400,0.48,360,90.24292389
207,400,0.56,360,90.09618245
208,400,0.64,360,90.0105921
209,400,0.72,360,89.97001874
210,400,0.8,360,89.96173504
211,400,0.4,400,89.97413283
212,400,0.48,400,89.94577115
213,400,0.56,400,89.97674098
214,400,0.64,400,90.03881364
215,400,0.72,400,90.10285009
216,400,0.8,400,90.14199461
