label,Pitch,Duty,Height,T
1,200,0.4,200,91.4648597
2,200,0.48,200,91.83662164
3,200,0.56,200,92.01569336
4,200,0.64,200,92.00530881
5,200,0.72,200,91.81688685
6,200,0.8,200,91.48740712
7,200,0.4,240,93.28839334
8,200,0.48,240,93.05740868
9,200,0.56,240,92.58681547
10,200,0.64,240,92.0157503
11,200,0.72,240,91.46002645
12,200,0.8,240,90.94799129
13,200,0.4,280,91.67906544
14,200,0.48,280,90.98380235
15,200,0.56,280,90.44437398
16,200,0.64,280,90.093435
17,200,0.72,280,89.93115798
18,200,0.8,280,89.88155536
19,200,0.4,320,89.88207494
20,200,0.48,320,89.96864358
21,200,0.56,320,90.24827412
22,200,0.64,320,90.55987289
23,200,0.72,320,90.78152738
24,200,0.8,320,90.85161014
25,200,0.4,360,91.40810523
26,200,0.48,360,92.10531946
27,200,0.56,360,92.45039913
28,200,0.64,360,92.41531114
29,200,0.72,360,92.07984388
30,200,0.8,360,91.56026934
31,200,0.4,400,93.33061808
32,200,0.48,400,93.00826672
33,200,0.56,400,92.26789829
34,200,0.64,400,91.43806759
35,200,0.72,400,90.7527032
36,200,0.8,400,90.26094747
37,240,0.4,200,91.70239109
38,240,0.48,200,92.06457412
39,240,0.56,200,92.18883333
40,240,0.64,200,92.10205837
41,240,0.72,200,91.85674916
42,240,0.8,200,91.49474702
43,240,0.4,240,93.25350851
44,240,0.48,240,92.88013118
45,240,0.56,240,92.32721197
46,240,0.64,240,91.75693143
47,240,0.72,240,91.24683399
48,240,0.8,240,90.81238751
49,240,0.4,280,91.39373976
50,240,0.48,280,90.68355767
51,240,0.56,280,90.21711813
52,240,0.64,280,89.97841542
53,240,0.72,280,89.89196954
54,240,0.8,280,89.88506524
55,240,0.4,320,89.91053747
56,240,0.48,320,90.12226656
57,240,0.56,320,90.47568636
58,240,0.64,320,90.78427446
59,240,0.72,320,90.95128516
60,240,0.8,320,90.94715585
61,240,0.4,360,91.74508478
62,240,0.48,360,92.38724859
63,240,0.56,360,92.58366061
64,240,0.64,360,92.40172345
65,240,0.72,360,91.98830426
66,240,0.8,360,91.46402357
67,240,0.4,400,93.30077768
68,240,0.48,400,92.72978034
69,240,0.56,400,91.87824903
70,240,0.64,400,91.09498022
71,240,0.72,400,90.51516809
72,240,0.8,400,90.14230865
73,280,0.4,200,86.57829224
74,280,0.48,200,86.74406595
75,280,0.56,200,87.16864306
76,280,0.64,200,87.70157706
77,280,0.72,200,88.25596756
78,280,0.8,200,88.79689927
79,280,0.4,240,87.41688406
80,280,0.48,240,86.90212077
81,280,0.56,240,86.8901742
82,280,0.64,240,87.22934974
83,280,0.72,240,87.7591055
84,280,0.8,240,88.37157568
85,280,0.4,280,86.30194722
86,280,0.48,280,85.91764629
87,280,0.56,280,86.21367388
88,280,0.64,280,86.8518119
89,280,0.72,280,87.59856843
90,280,0.8,280,88.34262568
91,280,0.4,320,86.07469515
92,280,0.48,320,86.43725874
93,280,0.56,320,87.12678837
94,280,0.64,320,87.86557979
95,280,0.72,320,88.54161583
96,280,0.8,320,89.13514325
97,280,0.4,360,87.42416807
98,280,0.48,360,87.52837049
99,280,0.56,360,87.69676558
100,280,0.64,360,87.96480631
101,280,0.72,360,88.33099658
102,280,0.8,360,88.76740279
103,280,0.4,400,87.50574602
104,280,0.48,400,86.64251501
105,280,0.56,400,86.39646363
106,280,0.64,400,86.66082429
107,280,0.72,400,87.20855259
108,280,0.8,400,87.86914485
109,320,0.4,200,74.14279289
110,320,0.48,200,75.15273561
111,320,0.56,200,76.91277221
112,320,0.64,200,78.78353552
113,320,0.72,200,80.44043179
114,320,0.8,200,82.23508839
115,320,0.4,240,78.60635007
116,320,0.48,240,79.27354016
